year_published,latest,possibly_extinct,possibly_extinct_in_the_wild,sis_taxon_id,url,taxon_scientific_name,red_list_category_code,assessment_id,scopes,tax_class
2013,True,False,False,137100,https://www.iucnredlist.org/species/137100/519946,Cryptocanthon nebulinus,EN,519946,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137106,https://www.iucnredlist.org/species/137106/520010,Anisocanthon pygmaeus,DD,520010,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137107,https://www.iucnredlist.org/species/137107/520024,Heliocopris faunus,LC,520024,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137108,https://www.iucnredlist.org/species/137108/520038,Ateuchus euchalceus,DD,520038,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137112,https://www.iucnredlist.org/species/137112/520094,Canthidium luteum,DD,520094,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137118,https://www.iucnredlist.org/species/137118/520178,Canthon gemellatus,DD,520178,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137119,https://www.iucnredlist.org/species/137119/520192,Onthophagus lamgalio,DD,520192,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137121,https://www.iucnredlist.org/species/137121/520220,Scatonomus xanthopygus,DD,520220,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137122,https://www.iucnredlist.org/species/137122/520234,Epirinus gratus,LC,520234,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137123,https://www.iucnredlist.org/species/137123/520248,Sisyphus macrorubrus,LC,520248,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137131,https://www.iucnredlist.org/species/137131/520414,Canthon corpulentus,VU,520414,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137136,https://www.iucnredlist.org/species/137136/520484,Onthophagus rufosignatus,LC,520484,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137137,https://www.iucnredlist.org/species/137137/520498,Thyregis relictus,DD,520498,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2025,True,False,False,137145,https://www.iucnredlist.org/species/137145/520610,Pachysoma striatum,LC,520610,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137149,https://www.iucnredlist.org/species/137149/520644,Sulcophanaeus actaeon,DD,520644,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137150,https://www.iucnredlist.org/species/137150/520658,Anomiopus smaragdinus,LC,520658,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137151,https://www.iucnredlist.org/species/137151/520672,Bdelyrus grandis,DD,520672,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2017,True,False,False,137159,https://www.iucnredlist.org/species/137159/520778,Onthophagus villanuevai,NT,520778,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137160,https://www.iucnredlist.org/species/137160/520792,Canthon podagricus,LC,520792,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137161,https://www.iucnredlist.org/species/137161/520806,Eodrepanus fastiditus,LC,520806,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137163,https://www.iucnredlist.org/species/137163/520834,Dichotomius nimuendaju,LC,520834,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2017,True,False,False,137164,https://www.iucnredlist.org/species/137164/520848,Canthon indigaceus,LC,520848,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137165,https://www.iucnredlist.org/species/137165/520862,Cryptocanthon genieri,NT,520862,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137166,https://www.iucnredlist.org/species/137166/520876,Frankenbergerius armatus,LC,520876,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137169,https://www.iucnredlist.org/species/137169/520965,Coprophanaeus terrali,DD,520965,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137172,https://www.iucnredlist.org/species/137172/521007,Dichotomius worontzowi,LC,521007,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137173,https://www.iucnredlist.org/species/137173/521021,Onthophagus lacustris,LC,521021,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137177,https://www.iucnredlist.org/species/137177/521057,Onitis aeruginosus,DD,521057,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2017,True,False,False,137178,https://www.iucnredlist.org/species/137178/521071,Phanaeus daphnis,LC,521071,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2017,True,False,False,137183,https://www.iucnredlist.org/species/137183/521135,Cryptocanthon rayonensis,DD,521135,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137185,https://www.iucnredlist.org/species/137185/521163,Demarziella storeyi,DD,521163,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137186,https://www.iucnredlist.org/species/137186/521177,Onthophagus pugionatus,LC,521177,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137187,https://www.iucnredlist.org/species/137187/521191,Canthidium viride,LC,521191,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137194,https://www.iucnredlist.org/species/137194/521275,Onthophagus fuscivestis,LC,521275,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137195,https://www.iucnredlist.org/species/137195/521289,Canthon simulans,DD,521289,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137201,https://www.iucnredlist.org/species/137201/521373,Onthophagus cavia,DD,521373,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137205,https://www.iucnredlist.org/species/137205/521415,Canthon coloratus,DD,521415,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137209,https://www.iucnredlist.org/species/137209/521465,Sauvagesinella palustris,LC,521465,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137213,https://www.iucnredlist.org/species/137213/521569,Demarziella eungella,DD,521569,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137214,https://www.iucnredlist.org/species/137214/521583,Bdelyrus paraensis,DD,521583,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137222,https://www.iucnredlist.org/species/137222/521689,Canthidium erythropterum,DD,521689,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137227,https://www.iucnredlist.org/species/137227/521753,Ontherus grandis,NT,521753,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137236,https://www.iucnredlist.org/species/137236/521956,Dichotomius dahli,DD,521956,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137241,https://www.iucnredlist.org/species/137241/522020,Canthidium angulicolle,DD,522020,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137242,https://www.iucnredlist.org/species/137242/522034,Temnoplectron cooki,LC,522034,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137247,https://www.iucnredlist.org/species/137247/522104,Kheper laevistriatus,LC,522104,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137249,https://www.iucnredlist.org/species/137249/522132,Phalops bubalus,LC,522132,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137252,https://www.iucnredlist.org/species/137252/522174,Anomiopus howdeni,DD,522174,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137253,https://www.iucnredlist.org/species/137253/522188,Onthophagus surdus,DD,522188,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137255,https://www.iucnredlist.org/species/137255/522243,Gyronotus mulanjensis,NT,522243,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137266,https://www.iucnredlist.org/species/137266/522397,Onthophagus subocelliger,LC,522397,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137267,https://www.iucnredlist.org/species/137267/522411,Temnoplectron rotundum,LC,522411,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137272,https://www.iucnredlist.org/species/137272/522475,Onthophagus alquirta,DD,522475,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137273,https://www.iucnredlist.org/species/137273/522489,Kheper nigroaeneus,LC,522489,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137274,https://www.iucnredlist.org/species/137274/522503,Canthon luctuosus,LC,522503,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137281,https://www.iucnredlist.org/species/137281/522595,Pedaria ovata,DD,522595,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137293,https://www.iucnredlist.org/species/137293/522816,Deltorrhinum batesi,DD,522816,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137294,https://www.iucnredlist.org/species/137294/522830,Canthidium bokermanni,LC,522830,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137295,https://www.iucnredlist.org/species/137295/522844,Onthophagus vilis,DD,522844,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2013,True,False,False,137297,https://www.iucnredlist.org/species/137297/522872,Onthophagus parallelicornis,LC,522872,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137301,https://www.iucnredlist.org/species/137301/522928,Onthophagus azusae,DD,522928,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137302,https://www.iucnredlist.org/species/137302/522942,Dichotomius glaucus,LC,522942,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2014,True,False,False,137303,https://www.iucnredlist.org/species/137303/522956,Phanaeus bispinus,LC,522956,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
2025,True,False,False,137305,https://www.iucnredlist.org/species/137305/522984,Parascatonomus yukae,DD,522984,"[{'description': {'en': 'Global'}, 'code': '1'}]",insecta
